time="2024-03-04T14:02:28.225" level=info msg="Starting kbench..."
time="2024-03-04T14:02:28.233" level=info msg="Created a new Pod manager."
time="2024-03-04T14:02:28.239" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-04T14:05:57.945" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:05:57.945" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:05:57.945" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:01.035" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:01.036" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:01.036" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:04.127" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:04.127" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:04.127" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:07.224" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:07.224" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:07.224" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:10.322" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:10.322" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:10.322" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:13.418" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:13.418" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:13.418" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:16.517" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:16.517" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:16.517" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:19.610" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:19.610" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:19.610" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:22.700" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:22.700" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:22.700" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:25.799" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:25.799" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:25.799" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:28.893" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:28.893" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:28.893" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:31.987" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:31.987" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:31.987" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:35.077" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:35.077" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:35.077" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:38.171" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:38.171" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:38.171" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:41.265" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:41.265" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:41.265" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:44.363" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:44.363" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:44.363" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:47.459" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:47.459" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:47.459" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:50.549" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:50.549" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:50.549" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:53.644" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:53.645" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:53.645" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:56.740" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:56.740" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:56.740" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:06:59.835" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:06:59.835" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:06:59.835" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:02.927" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:02.927" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:02.927" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:06.018" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:06.018" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:06.018" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:09.112" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:09.112" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:09.112" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:12.203" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:12.203" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:12.203" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:15.305" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:15.305" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:15.305" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:18.413" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:18.413" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:18.413" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:21.509" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:21.509" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:21.509" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:24.605" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:24.605" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:24.605" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:27.702" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:27.702" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:27.702" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:30.800" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:30.800" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:30.800" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:33.895" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:33.895" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:33.895" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:36.986" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:36.986" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:36.986" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:40.080" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:40.080" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:40.080" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:43.176" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:43.176" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:43.176" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:46.272" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:46.272" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:46.272" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:49.367" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:49.367" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:49.367" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:52.456" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:52.456" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:52.456" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:55.560" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:55.560" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:55.560" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:07:58.650" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:07:58.650" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:07:58.650" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:08:01.750" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:08:01.750" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:08:01.750" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:08:04.847" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:08:04.847" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:08:04.847" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:08:07.939" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:08:07.939" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:08:07.939" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:08:11.044" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:08:11.044" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:08:11.044" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:08:14.140" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:08:14.140" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:08:14.140" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:08:17.227" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:08:17.227" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:08:17.227" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:08:20.323" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:08:20.323" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:08:20.323" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:08:23.424" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:08:23.424" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:08:23.424" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:08:26.519" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:08:26.519" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:08:26.519" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:08:29.613" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:08:29.613" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T14:08:29.613" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T14:08:32.708" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T14:08:32.708" level=warning msg="Command predicate not passed, output does not contain specified string"
