time="2024-03-19T07:20:57.410" level=info msg="Starting kbench..."
time="2024-03-19T07:20:57.412" level=info msg="Created a new Pod manager."
time="2024-03-19T07:20:57.428" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-19T07:23:27.584" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:23:27.584" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:23:27.584" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:23:30.705" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:23:30.705" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:23:30.705" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:23:33.829" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:23:33.829" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:23:33.829" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:23:36.952" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:23:36.952" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:23:36.952" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:23:40.068" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:23:40.068" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:23:40.068" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:23:43.179" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:23:43.179" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:23:43.179" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:23:46.302" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:23:46.302" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:23:46.302" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:23:49.445" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:23:49.445" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:23:49.445" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:23:52.567" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:23:52.567" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:23:52.567" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:23:55.694" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:23:55.694" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:23:55.694" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:23:58.811" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:23:58.811" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:23:58.811" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:01.928" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:01.929" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:01.929" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:05.068" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:05.068" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:05.068" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:08.186" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:08.186" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:08.186" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:11.324" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:11.324" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:11.324" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:14.461" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:14.461" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:14.461" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:17.585" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:17.585" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:17.585" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:20.724" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:20.724" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:20.725" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:23.841" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:23.841" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:23.841" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:26.970" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:26.970" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:26.970" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:30.113" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:30.113" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:30.113" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:33.237" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:33.237" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:33.237" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:36.368" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:36.369" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:36.369" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:39.576" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:39.576" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:39.576" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:42.690" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:42.690" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:42.690" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:45.806" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:45.806" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:45.806" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:48.938" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:48.938" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:48.938" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:52.059" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:52.059" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:52.059" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:55.179" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:55.179" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:55.179" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:24:58.288" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:24:58.289" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:24:58.289" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:01.409" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:01.409" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:01.409" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:04.533" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:04.533" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:04.533" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:07.651" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:07.652" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:07.652" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:10.797" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:10.797" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:10.797" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:13.913" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:13.913" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:13.913" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:17.036" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:17.036" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:17.036" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:20.153" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:20.153" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:20.153" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:23.279" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:23.279" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:23.279" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:26.407" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:26.407" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:26.407" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:29.532" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:29.532" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:29.532" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:32.657" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:32.657" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:32.657" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:35.775" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:35.776" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:35.776" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:38.912" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:38.912" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:38.912" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:42.054" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:42.055" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:42.055" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:45.175" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:45.175" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:45.175" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:48.307" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:48.307" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:48.307" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:51.426" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:51.426" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:51.426" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:54.547" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:54.547" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:54.547" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:25:57.659" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:25:57.659" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:25:57.659" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:00.790" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:00.790" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:00.790" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:03.907" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:03.908" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:03.908" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:07.033" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:07.033" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:07.033" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:10.150" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:10.150" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:10.150" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:13.285" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:13.285" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:13.285" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:16.399" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:16.399" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:16.399" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:19.525" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:19.525" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:19.525" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:22.644" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:22.644" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:22.644" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
