time="2023-12-26T03:58:53.595" level=info msg="Starting kbench..."
time="2023-12-26T03:58:53.597" level=info msg="Created a new Pod manager."
time="2023-12-26T03:58:53.609" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2023-12-26T04:02:03.648" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:06.650" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:06.650" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:09.651" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:09.651" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:12.652" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:12.652" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:15.654" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:15.654" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:18.655" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:18.655" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:21.656" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:21.656" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:24.658" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:24.658" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:27.668" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:27.668" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:30.669" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:30.669" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:33.671" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:33.671" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:36.672" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:36.672" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:39.673" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:39.673" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:42.675" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:42.675" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:45.685" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:45.685" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:48.686" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:48.686" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:51.688" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:51.688" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:54.690" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:54.690" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:02:57.691" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:02:57.691" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:00.693" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:00.693" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:03.694" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:03.694" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:06.696" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:06.696" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:09.697" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:09.697" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:12.698" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:12.698" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:15.700" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:15.700" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:18.701" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:18.701" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:21.702" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:21.702" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:24.704" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:24.704" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:27.705" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:27.705" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:30.707" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:30.707" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:33.720" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:33.720" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:36.721" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:36.721" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:39.722" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:39.722" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:42.724" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:42.724" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:45.725" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:45.725" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:48.726" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:48.726" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:51.728" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:51.728" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:54.729" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:54.729" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:03:57.731" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:03:57.731" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:00.732" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:00.732" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:03.733" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:03.733" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:06.734" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:06.734" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:09.736" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:09.736" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:12.737" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:12.737" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:15.739" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:15.739" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:18.740" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:18.740" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:21.742" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:21.742" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:24.743" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:24.743" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:27.745" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:27.745" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:30.746" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:30.746" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:33.747" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:33.747" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:36.748" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:36.748" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:39.750" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:39.750" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:42.751" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:42.751" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:45.752" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:45.752" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:48.753" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:48.753" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:51.755" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:51.755" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:54.756" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:54.756" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:04:57.757" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:04:57.758" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:00.759" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:00.759" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:03.760" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:03.760" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:06.762" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:06.762" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:09.763" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:09.763" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:12.765" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:12.765" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:15.766" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:15.766" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:18.767" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:18.768" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:21.769" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:21.769" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:24.770" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:24.770" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:27.772" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:27.772" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:30.774" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:30.774" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:33.775" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:33.775" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:36.777" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:36.777" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:39.778" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:39.778" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:42.779" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:42.779" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:45.781" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:45.781" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:48.782" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:48.782" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:51.783" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:51.783" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:54.785" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:54.785" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:05:57.786" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:05:57.786" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:00.788" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:00.788" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:03.789" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:03.789" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:06.790" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:06.790" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:09.791" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:09.791" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:12.793" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:12.793" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:15.794" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:15.794" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:18.796" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:18.796" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:21.797" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:21.797" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:24.798" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:24.798" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:27.800" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:27.800" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:30.801" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:30.801" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:33.802" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:33.802" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:36.804" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:36.804" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:39.805" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:39.805" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:42.806" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:42.807" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:45.808" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:45.808" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:48.809" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:48.809" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:51.810" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:51.810" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:54.812" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:54.812" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:06:57.813" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:06:57.813" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:00.815" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:00.815" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:03.816" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:03.816" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:06.817" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:06.817" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:09.819" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:09.819" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:12.820" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:12.820" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:15.822" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:15.822" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:18.823" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:18.823" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:21.824" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:21.824" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:24.826" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:24.826" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:27.827" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:27.827" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:30.829" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:30.829" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:33.830" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:33.830" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:36.831" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:36.831" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:39.833" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:39.833" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:42.834" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:42.834" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:45.836" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:45.836" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:48.837" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:48.837" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:51.838" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:51.838" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:54.840" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:54.840" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:07:57.841" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:07:57.841" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:00.843" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:00.843" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:03.844" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:03.844" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:06.845" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:06.845" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:09.846" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:09.847" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:12.848" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:12.848" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:15.849" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:15.849" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:18.851" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:18.851" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:21.852" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:21.852" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:24.853" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:24.853" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:27.855" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:27.855" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:30.856" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:30.856" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:33.857" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:33.857" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:36.859" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:36.859" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T04:08:39.860" level=warning msg="Resource predicate not passed, object not found..."
time="2023-12-26T04:08:39.860" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
