time="2024-03-04T12:21:12.213" level=info msg="Starting kbench..."
time="2024-03-04T12:21:12.221" level=info msg="Created a new Pod manager."
time="2024-03-04T12:21:12.227" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-04T12:27:36.845" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:27:36.845" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:27:36.845" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:27:39.941" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:27:39.941" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:27:39.942" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:27:43.038" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:27:43.038" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:27:43.038" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:27:46.132" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:27:46.132" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:27:46.132" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:27:49.228" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:27:49.228" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:27:49.228" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:27:52.324" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:27:52.324" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:27:52.324" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:27:55.420" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:27:55.420" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:27:55.420" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:27:58.517" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:27:58.517" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:27:58.517" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:01.613" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:01.613" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:01.613" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:04.721" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:04.721" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:04.721" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:07.823" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:07.823" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:07.823" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:10.919" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:10.919" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:10.919" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:14.022" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:14.022" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:14.022" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:17.117" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:17.117" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:17.117" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
