time="2023-12-26T01:56:49.753" level=info msg="Starting kbench..."
time="2023-12-26T01:56:49.755" level=info msg="Created a new Pod manager."
time="2023-12-26T01:56:49.765" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2023-12-26T01:58:49.632" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:58:52.735" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:58:52.735" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:58:52.735" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:58:55.850" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:58:55.850" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:58:55.850" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:58:58.972" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:58:58.972" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:58:58.972" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:02.083" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:02.083" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:02.083" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:06.551" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:06.551" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:06.551" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:09.690" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:09.690" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:09.690" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:12.807" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:12.807" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:12.807" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:15.930" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:15.930" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:15.930" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:19.040" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:19.040" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:19.040" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:22.145" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:22.145" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:22.145" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:25.256" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:25.256" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:25.256" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:28.384" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:28.384" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:28.384" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:31.490" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:31.490" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:31.490" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:34.602" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:34.602" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:34.602" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:37.713" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:37.713" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:37.713" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:40.823" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:40.823" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:40.823" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:43.927" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:43.928" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:43.928" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:47.033" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:47.034" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:47.034" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:50.148" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:50.148" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:50.148" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:53.250" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:53.251" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:53.251" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:56.388" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:56.388" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:56.388" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T01:59:59.500" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T01:59:59.500" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T01:59:59.500" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:02.620" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:02.620" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:02.620" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:05.721" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:05.721" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:05.721" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:08.837" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:08.837" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:08.837" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:11.946" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:11.946" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:11.946" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:15.052" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:15.052" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:15.052" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:18.158" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:18.158" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:18.158" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:21.272" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:21.272" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:21.272" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:24.395" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:24.395" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:24.395" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:27.504" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:27.504" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:27.504" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:30.620" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:30.620" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:30.620" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:33.735" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:33.735" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:33.735" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:36.845" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:36.845" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:36.845" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:39.958" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2023-12-26T02:00:39.958" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2023-12-26T02:00:39.958" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-26T02:00:43.072" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out: /memtier_benchmark/memtier_benchmark\n err: "
time="2023-12-26T02:00:43.072" level=info msg="Command predicate passed, proceed..."
time="2023-12-26T02:00:43.072" level=info msg="Predicate check passed, continue execution..."
time="2023-12-26T02:00:43.072" level=info msg="Performing pod actions in operation 1"
time="2023-12-26T02:00:43.072" level=info msg="Waiting all threads to finish on the current operation"
time="2023-12-26T02:00:43.073" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-0"
time="2023-12-26T02:00:43.073" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-1"
time="2023-12-26T02:00:43.073" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-2"
time="2023-12-26T02:00:43.178" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-1, Run out:  err: "
time="2023-12-26T02:00:43.178" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2023-12-26T02:00:43.183" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: "
time="2023-12-26T02:00:43.183" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2023-12-26T02:00:43.203" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-2, Run out:  err: "
time="2023-12-26T02:00:43.203" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2023-12-26T02:00:48.203" level=info msg="One operation completed. Continue to run the next..."
time="2023-12-26T02:00:48.203" level=info msg="Performing pod actions in operation 2"
time="2023-12-26T02:00:48.203" level=info msg="Waiting all threads to finish on the current operation"
time="2023-12-26T02:00:48.205" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-2"
time="2023-12-26T02:00:48.205" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-1"
time="2023-12-26T02:00:48.205" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-0"
time="2023-12-26T02:10:49.518" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-2, Run out:  err: "
time="2023-12-26T02:10:49.518" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2023-12-26T02:10:49.664" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-1, Run out:  err: "
time="2023-12-26T02:10:49.664" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2023-12-26T02:10:49.721" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: "
time="2023-12-26T02:10:49.721" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2023-12-26T02:10:54.721" level=info msg="One operation completed. Continue to run the next..."
time="2023-12-26T02:10:54.721" level=info msg="Performing pod actions in operation 3"
time="2023-12-26T02:10:54.721" level=info msg="Waiting all threads to finish on the current operation"
time="2023-12-26T02:10:54.723" level=error msg="Error copying file(s) for pod: kbench-pod-oid-0-tid-1"
time="2023-12-26T02:10:54.723" level=info msg="Sleep 20000 mili-seconds after COPY action"
time="2023-12-26T02:10:54.723" level=error msg="Error copying file(s) for pod: kbench-pod-oid-0-tid-2"
time="2023-12-26T02:10:54.723" level=info msg="Sleep 20000 mili-seconds after COPY action"
time="2023-12-26T02:10:54.723" level=error msg="Error copying file(s) for pod: kbench-pod-oid-0-tid-0"
time="2023-12-26T02:10:54.723" level=info msg="Sleep 20000 mili-seconds after COPY action"
time="2023-12-26T02:11:14.723" level=info msg="All operations completed."
time="2023-12-26T02:11:14.723" level=info msg="**********************************************************************************************"
time="2023-12-26T02:11:14.723" level=info msg="**************************************** Pod Results ****************************************"
time="2023-12-26T02:11:14.723" level=info msg="**********************************************************************************************"
time="2023-12-26T02:11:14.723" level=info msg="------------------------------------ Pod Operation Summary -----------------------------------"
time="2023-12-26T02:11:14.723" level=info msg="Number of valid pod creation requests:             3         "
time="2023-12-26T02:11:14.724" level=info msg="Number of created pods:                            3         "
time="2023-12-26T02:11:14.724" level=info msg="Number of scheduled pods:                          3         "
time="2023-12-26T02:11:14.724" level=info msg="Number of initialized pods:                        3         "
time="2023-12-26T02:11:14.724" level=info msg="Number of started pods:                            3         "
time="2023-12-26T02:11:14.724" level=info msg="Number of running pods:                            3         "
time="2023-12-26T02:11:14.724" level=info msg="Pod creation throughput (pods/minutes):            35.946327 "
time="2023-12-26T02:11:14.724" level=info msg="Pod creation average latency:                      3.3392334 "
time="2023-12-26T02:11:14.724" level=info msg="--------------------------------- Pod Startup Latencies (ms) ---------------------------------"
time="2023-12-26T02:11:14.724" level=info msg="                                                   median     min        max        99%       "
time="2023-12-26T02:11:14.724" level=info msg="Pod creation latency stats (server):               ---        ---        ---        ---       "
time="2023-12-26T02:11:14.724" level=info msg="Pod scheduling latency stats (server):             ---        ---        ---        ---       "
time="2023-12-26T02:11:14.724" level=info msg="Pod image pulling latency stats (server):          ---        ---        ---        ---       "
time="2023-12-26T02:11:14.724" level=info msg="Pod starting latency stats (server):               ---        ---        ---        ---       "
time="2023-12-26T02:11:14.724" level=info msg="Pod startup total latency (server):                3000       3000       3000       3000      "
time="2023-12-26T02:11:14.724" level=info msg="Pod client-server e2e latency:                     4132.514   4059.266   4206.4497  4206.4497 "
time="2023-12-26T02:11:14.724" level=info msg="Pod scheduling latency stats (client):             11.307     11.249     18.858     18.858    "
time="2023-12-26T02:11:14.724" level=info msg="Pod initialization latency on kubelet (client):    20.897     19.904     29.253     29.253    "
time="2023-12-26T02:11:14.724" level=info msg="Pod starting latency stats (client):               3298.556   3234.88    3372.7969  3372.7969 "
time="2023-12-26T02:11:14.724" level=info msg="Pod startup total latency (client):                3338.3098  3266.0322  3413.3582  3413.3582 "
time="2023-12-26T02:11:14.724" level=info msg="--------------------------------- Pod API Call Latencies (ms) --------------------------------"
time="2023-12-26T02:11:14.724" level=info msg="                                                   median     min        max        99%       "
time="2023-12-26T02:11:14.724" level=info msg="create pod latency:                                12.123     12.103     13.689     13.689    "
time="2023-12-26T02:11:14.724" level=info msg="run pod latency:                                   601313.4   104.438    601516.3   601516.3  "
time="2023-12-26T02:11:14.724" level=info msg="copy pod latency:                                  0.036      0.024      0.06       0.06      "
time="2023-12-26T02:11:14.724" level=info msg="Pod Creation Success Rate: 100 %"
time="2023-12-26T02:11:14.724" level=info msg="Benchmark run completed."
